L 608b4c(set 26 of 32),4 miss eviction 
L 608b50(set 26 of 32),4 hit 
L 608b54(set 26 of 32),4 hit 
L 608b58(set 26 of 32),4 hit 
L 608b5c(set 26 of 32),4 hit 
L 608b60(set 27 of 32),4 miss eviction 
L 608b64(set 27 of 32),4 hit 
L 608b68(set 27 of 32),4 hit 
S 64b684(set 20 of 32),4 hit 
S 64b778(set 27 of 32),4 miss eviction 
S 64b86c(set 3 of 32),4 hit 
S 64b960(set 11 of 32),4 miss eviction 
S 64ba54(set 18 of 32),4 hit 
S 64bb48(set 26 of 32),4 miss eviction 
S 64bc3c(set 1 of 32),4 hit 
S 64bd30(set 9 of 32),4 hit 
L 608c58(set 2 of 32),4 hit 
L 608c5c(set 2 of 32),4 hit 
L 608c60(set 3 of 32),4 miss eviction 
L 608c64(set 3 of 32),4 hit 
L 608c68(set 3 of 32),4 hit 
L 608c6c(set 3 of 32),4 hit 
L 608c70(set 3 of 32),4 hit 
L 608c74(set 3 of 32),4 hit 
S 64b688(set 20 of 32),4 hit 
S 64b77c(set 27 of 32),4 hit 
S 64b870(set 3 of 32),4 miss eviction 
S 64b964(set 11 of 32),4 hit 
S 64ba58(set 18 of 32),4 hit 
S 64bb4c(set 26 of 32),4 hit 
S 64bc40(set 2 of 32),4 miss eviction 
S 64bd34(set 9 of 32),4 hit 
L 608d64(set 11 of 32),4 miss eviction 
L 608d68(set 11 of 32),4 hit 
L 608d6c(set 11 of 32),4 hit 
L 608d70(set 11 of 32),4 hit 
L 608d74(set 11 of 32),4 hit 
L 608d78(set 11 of 32),4 hit 
L 608d7c(set 11 of 32),4 hit 
L 608d80(set 12 of 32),4 miss eviction 
S 64b68c(set 20 of 32),4 hit 
S 64b780(set 28 of 32),4 miss eviction 
S 64b874(set 3 of 32),4 hit 
S 64b968(set 11 of 32),4 miss eviction 
S 64ba5c(set 18 of 32),4 hit 
S 64bb50(set 26 of 32),4 hit 
S 64bc44(set 2 of 32),4 hit 
S 64bd38(set 9 of 32),4 hit 
L 608e70(set 19 of 32),4 hit 
L 608e74(set 19 of 32),4 hit 
L 608e78(set 19 of 32),4 hit 
L 608e7c(set 19 of 32),4 hit 
L 608e80(set 20 of 32),4 miss eviction 
L 608e84(set 20 of 32),4 hit 
L 608e88(set 20 of 32),4 hit 
L 608e8c(set 20 of 32),4 hit 
S 64b690(set 20 of 32),4 miss eviction 
S 64b784(set 28 of 32),4 hit 
S 64b878(set 3 of 32),4 hit 
S 64b96c(set 11 of 32),4 hit 
S 64ba60(set 19 of 32),4 miss eviction 
S 64bb54(set 26 of 32),4 hit 
S 64bc48(set 2 of 32),4 hit 
S 64bd3c(set 9 of 32),4 hit 
L 608f7c(set 27 of 32),4 miss eviction 
L 608f80(set 28 of 32),4 miss eviction 
L 608f84(set 28 of 32),4 hit 
L 608f88(set 28 of 32),4 hit 
L 608f8c(set 28 of 32),4 hit 
L 608f90(set 28 of 32),4 hit 
L 608f94(set 28 of 32),4 hit 
L 608f98(set 28 of 32),4 hit 
S 64b694(set 20 of 32),4 hit 
S 64b788(set 28 of 32),4 miss eviction 
S 64b87c(set 3 of 32),4 hit 
S 64b970(set 11 of 32),4 hit 
S 64ba64(set 19 of 32),4 hit 
S 64bb58(set 26 of 32),4 hit 
S 64bc4c(set 2 of 32),4 hit 
S 64bd40(set 10 of 32),4 miss eviction 
L 609088(set 4 of 32),4 hit 
L 60908c(set 4 of 32),4 hit 
L 609090(set 4 of 32),4 hit 
L 609094(set 4 of 32),4 hit 
L 609098(set 4 of 32),4 hit 
L 60909c(set 4 of 32),4 hit 
L 6090a0(set 5 of 32),4 miss eviction 
L 6090a4(set 5 of 32),4 hit 
S 64b698(set 20 of 32),4 hit 
S 64b78c(set 28 of 32),4 hit 
S 64b880(set 4 of 32),4 miss eviction 
S 64b974(set 11 of 32),4 hit 
S 64ba68(set 19 of 32),4 hit 
S 64bb5c(set 26 of 32),4 hit 
S 64bc50(set 2 of 32),4 hit 
S 64bd44(set 10 of 32),4 hit 
L 609194(set 12 of 32),4 miss eviction 
L 609198(set 12 of 32),4 hit 
L 60919c(set 12 of 32),4 hit 
L 6091a0(set 13 of 32),4 miss eviction 
L 6091a4(set 13 of 32),4 hit 
L 6091a8(set 13 of 32),4 hit 
L 6091ac(set 13 of 32),4 hit 
L 6091b0(set 13 of 32),4 hit 
S 64b69c(set 20 of 32),4 hit 
S 64b790(set 28 of 32),4 hit 
S 64b884(set 4 of 32),4 hit 
S 64b978(set 11 of 32),4 hit 
S 64ba6c(set 19 of 32),4 hit 
S 64bb60(set 27 of 32),4 miss eviction 
S 64bc54(set 2 of 32),4 hit 
S 64bd48(set 10 of 32),4 hit 
L 6092c0(set 22 of 32),4 miss eviction 
L 6092c4(set 22 of 32),4 hit 
L 6092c8(set 22 of 32),4 hit 
L 6093cc(set 30 of 32),4 miss eviction 
L 6093d0(set 30 of 32),4 hit 
L 6093d4(set 30 of 32),4 hit 
L 6094d8(set 6 of 32),4 miss eviction 
L 6094dc(set 6 of 32),4 hit 
L 6094e0(set 7 of 32),4 miss eviction 
L 6095e4(set 15 of 32),4 miss eviction 
L 6095e8(set 15 of 32),4 hit 
L 6095ec(set 15 of 32),4 hit 
S 64be40(set 18 of 32),4 miss eviction 
S 64bf34(set 25 of 32),4 miss eviction 
S 64c028(set 1 of 32),4 miss eviction 
S 64be44(set 18 of 32),4 hit 
S 64bf38(set 25 of 32),4 hit 
S 64c02c(set 1 of 32),4 hit 
S 64be48(set 18 of 32),4 hit 
S 64bf3c(set 25 of 32),4 hit 
S 64c030(set 1 of 32),4 hit 
S 64be4c(set 18 of 32),4 hit 
S 64bf40(set 26 of 32),4 miss eviction 
S 64c034(set 1 of 32),4 hit 
L 6096f0(set 23 of 32),4 miss eviction 
L 6096f4(set 23 of 32),4 hit 
L 6096f8(set 23 of 32),4 hit 
L 6097fc(set 31 of 32),4 miss eviction 
L 609800(set 0 of 32),4 miss eviction 
L 609804(set 0 of 32),4 hit 
L 609908(set 8 of 32),4 miss eviction 
L 60990c(set 8 of 32),4 hit 
L 609910(set 8 of 32),4 hit 
L 609a14(set 16 of 32),4 miss eviction 
L 609a18(set 16 of 32),4 hit 
L 609a1c(set 16 of 32),4 hit 
S 64be50(set 18 of 32),4 hit 
S 64bf44(set 26 of 32),4 hit 
S 64c038(set 1 of 32),4 hit 
S 64be54(set 18 of 32),4 hit 
S 64bf48(set 26 of 32),4 hit 
S 64c03c(set 1 of 32),4 hit 
S 64be58(set 18 of 32),4 hit 
S 64bf4c(set 26 of 32),4 hit 
S 64c040(set 2 of 32),4 miss eviction 
S 64be5c(set 18 of 32),4 hit 
S 64bf50(set 26 of 32),4 hit 
S 64c044(set 2 of 32),4 hit 
L 6091c0(set 14 of 32),4 miss eviction 
L 6091c4(set 14 of 32),4 hit 
L 6091c8(set 14 of 32),4 hit 
L 6091cc(set 14 of 32),4 hit 
L 6091d0(set 14 of 32),4 hit 
L 6091d4(set 14 of 32),4 hit 
L 6091d8(set 14 of 32),4 hit 
L 6091dc(set 14 of 32),4 hit 
S 648140(set 10 of 32),4 miss eviction 
S 648234(set 17 of 32),4 miss eviction 
S 648328(set 25 of 32),4 miss eviction 
S 64841c(set 0 of 32),4 miss eviction 
S 648510(set 8 of 32),4 miss eviction 
S 648604(set 16 of 32),4 miss eviction 
S 6486f8(set 23 of 32),4 miss eviction 
S 6487ec(set 31 of 32),4 miss eviction 
L 6092cc(set 22 of 32),4 hit 
L 6092d0(set 22 of 32),4 hit 
L 6092d4(set 22 of 32),4 hit 
L 6092d8(set 22 of 32),4 hit 
L 6092dc(set 22 of 32),4 hit 
L 6092e0(set 23 of 32),4 miss eviction 
L 6092e4(set 23 of 32),4 hit 
L 6092e8(set 23 of 32),4 hit 
S 648144(set 10 of 32),4 hit 
S 648238(set 17 of 32),4 hit 
S 64832c(set 25 of 32),4 hit 
S 648420(set 1 of 32),4 miss eviction 
S 648514(set 8 of 32),4 hit 
S 648608(set 16 of 32),4 hit 
S 6486fc(set 23 of 32),4 miss eviction 
S 6487f0(set 31 of 32),4 hit 
L 6093d8(set 30 of 32),4 hit 
L 6093dc(set 30 of 32),4 hit 
L 6093e0(set 31 of 32),4 miss eviction 
L 6093e4(set 31 of 32),4 hit 
L 6093e8(set 31 of 32),4 hit 
L 6093ec(set 31 of 32),4 hit 
L 6093f0(set 31 of 32),4 hit 
L 6093f4(set 31 of 32),4 hit 
S 648148(set 10 of 32),4 hit 
S 64823c(set 17 of 32),4 hit 
S 648330(set 25 of 32),4 hit 
S 648424(set 1 of 32),4 hit 
S 648518(set 8 of 32),4 hit 
S 64860c(set 16 of 32),4 hit 
S 648700(set 24 of 32),4 miss eviction 
S 6487f4(set 31 of 32),4 miss eviction 
L 6094e4(set 7 of 32),4 hit 
L 6094e8(set 7 of 32),4 hit 
L 6094ec(set 7 of 32),4 hit 
L 6094f0(set 7 of 32),4 hit 
L 6094f4(set 7 of 32),4 hit 
L 6094f8(set 7 of 32),4 hit 
L 6094fc(set 7 of 32),4 hit 
L 609500(set 8 of 32),4 miss eviction 
S 64814c(set 10 of 32),4 hit 
S 648240(set 18 of 32),4 miss eviction 
S 648334(set 25 of 32),4 hit 
S 648428(set 1 of 32),4 hit 
S 64851c(set 8 of 32),4 miss eviction 
S 648610(set 16 of 32),4 hit 
S 648704(set 24 of 32),4 hit 
S 6487f8(set 31 of 32),4 hit 
L 6095f0(set 15 of 32),4 hit 
L 6095f4(set 15 of 32),4 hit 
L 6095f8(set 15 of 32),4 hit 
L 6095fc(set 15 of 32),4 hit 
L 609600(set 16 of 32),4 miss eviction 
L 609604(set 16 of 32),4 hit 
L 609608(set 16 of 32),4 hit 
L 60960c(set 16 of 32),4 hit 
S 648150(set 10 of 32),4 hit 
S 648244(set 18 of 32),4 hit 
S 648338(set 25 of 32),4 hit 
S 64842c(set 1 of 32),4 hit 
S 648520(set 9 of 32),4 miss eviction 
S 648614(set 16 of 32),4 miss eviction 
S 648708(set 24 of 32),4 hit 
S 6487fc(set 31 of 32),4 hit 
L 6096fc(set 23 of 32),4 miss eviction 
L 609700(set 24 of 32),4 miss eviction 
L 609704(set 24 of 32),4 hit 
L 609708(set 24 of 32),4 hit 
L 60970c(set 24 of 32),4 hit 
L 609710(set 24 of 32),4 hit 
L 609714(set 24 of 32),4 hit 
L 609718(set 24 of 32),4 hit 
S 648154(set 10 of 32),4 hit 
S 648248(set 18 of 32),4 hit 
S 64833c(set 25 of 32),4 hit 
S 648430(set 1 of 32),4 hit 
S 648524(set 9 of 32),4 hit 
S 648618(set 16 of 32),4 hit 
S 64870c(set 24 of 32),4 miss eviction 
S 648800(set 0 of 32),4 miss eviction 
L 609808(set 0 of 32),4 miss eviction 
L 60980c(set 0 of 32),4 hit 
L 609810(set 0 of 32),4 hit 
L 609814(set 0 of 32),4 hit 
L 609818(set 0 of 32),4 hit 
L 60981c(set 0 of 32),4 hit 
L 609820(set 1 of 32),4 miss eviction 
L 609824(set 1 of 32),4 hit 
S 648158(set 10 of 32),4 hit 
S 64824c(set 18 of 32),4 hit 
S 648340(set 26 of 32),4 miss eviction 
S 648434(set 1 of 32),4 miss eviction 
S 648528(set 9 of 32),4 hit 
S 64861c(set 16 of 32),4 hit 
S 648710(set 24 of 32),4 hit 
S 648804(set 0 of 32),4 miss eviction 
L 609914(set 8 of 32),4 miss eviction 
L 609918(set 8 of 32),4 hit 
L 60991c(set 8 of 32),4 hit 
L 609920(set 9 of 32),4 miss eviction 
L 609924(set 9 of 32),4 hit 
L 609928(set 9 of 32),4 hit 
L 60992c(set 9 of 32),4 hit 
L 609930(set 9 of 32),4 hit 
S 64815c(set 10 of 32),4 hit 
S 648250(set 18 of 32),4 hit 
S 648344(set 26 of 32),4 hit 
S 648438(set 1 of 32),4 hit 
S 64852c(set 9 of 32),4 miss eviction 
S 648620(set 17 of 32),4 miss eviction 
S 648714(set 24 of 32),4 hit 
S 648808(set 0 of 32),4 hit 
L 6091e0(set 15 of 32),4 miss eviction 
L 6091e4(set 15 of 32),4 hit 
L 6091e8(set 15 of 32),4 hit 
L 6091ec(set 15 of 32),4 hit 
L 6091f0(set 15 of 32),4 hit 
L 6091f4(set 15 of 32),4 hit 
L 6091f8(set 15 of 32),4 hit 
L 6091fc(set 15 of 32),4 hit 
S 6488e0(set 7 of 32),4 miss eviction 
S 6489d4(set 14 of 32),4 miss eviction 
S 648ac8(set 22 of 32),4 miss eviction 
S 648bbc(set 29 of 32),4 miss eviction 
S 648cb0(set 5 of 32),4 miss eviction 
S 648da4(set 13 of 32),4 miss eviction 
S 648e98(set 20 of 32),4 miss eviction 
S 648f8c(set 28 of 32),4 miss eviction 
L 6092ec(set 23 of 32),4 miss eviction 
L 6092f0(set 23 of 32),4 hit 
L 6092f4(set 23 of 32),4 hit 
L 6092f8(set 23 of 32),4 hit 
L 6092fc(set 23 of 32),4 hit 
L 609300(set 24 of 32),4 miss eviction 
L 609304(set 24 of 32),4 hit 
L 609308(set 24 of 32),4 hit 
S 6488e4(set 7 of 32),4 hit 
S 6489d8(set 14 of 32),4 hit 
S 648acc(set 22 of 32),4 hit 
S 648bc0(set 30 of 32),4 miss eviction 
S 648cb4(set 5 of 32),4 hit 
S 648da8(set 13 of 32),4 hit 
S 648e9c(set 20 of 32),4 hit 
S 648f90(set 28 of 32),4 hit 
L 6093f8(set 31 of 32),4 miss eviction 
L 6093fc(set 31 of 32),4 hit 
L 609400(set 0 of 32),4 miss eviction 
L 609404(set 0 of 32),4 hit 
L 609408(set 0 of 32),4 hit 
L 60940c(set 0 of 32),4 hit 
L 609410(set 0 of 32),4 hit 
L 609414(set 0 of 32),4 hit 
S 6488e8(set 7 of 32),4 hit 
S 6489dc(set 14 of 32),4 hit 
S 648ad0(set 22 of 32),4 hit 
S 648bc4(set 30 of 32),4 hit 
S 648cb8(set 5 of 32),4 hit 
S 648dac(set 13 of 32),4 hit 
S 648ea0(set 21 of 32),4 miss eviction 
S 648f94(set 28 of 32),4 hit 
L 609504(set 8 of 32),4 miss eviction 
L 609508(set 8 of 32),4 hit 
L 60950c(set 8 of 32),4 hit 
L 609510(set 8 of 32),4 hit 
L 609514(set 8 of 32),4 hit 
L 609518(set 8 of 32),4 hit 
L 60951c(set 8 of 32),4 hit 
L 609520(set 9 of 32),4 miss eviction 
S 6488ec(set 7 of 32),4 hit 
S 6489e0(set 15 of 32),4 miss eviction 
S 648ad4(set 22 of 32),4 hit 
S 648bc8(set 30 of 32),4 hit 
S 648cbc(set 5 of 32),4 hit 
S 648db0(set 13 of 32),4 hit 
S 648ea4(set 21 of 32),4 hit 
S 648f98(set 28 of 32),4 hit 
L 609610(set 16 of 32),4 miss eviction 
L 609614(set 16 of 32),4 hit 
L 609618(set 16 of 32),4 hit 
L 60961c(set 16 of 32),4 hit 
L 609620(set 17 of 32),4 miss eviction 
L 609624(set 17 of 32),4 hit 
L 609628(set 17 of 32),4 hit 
L 60962c(set 17 of 32),4 hit 
S 6488f0(set 7 of 32),4 hit 
S 6489e4(set 15 of 32),4 hit 
S 648ad8(set 22 of 32),4 hit 
S 648bcc(set 30 of 32),4 hit 
S 648cc0(set 6 of 32),4 miss eviction 
S 648db4(set 13 of 32),4 hit 
S 648ea8(set 21 of 32),4 hit 
S 648f9c(set 28 of 32),4 hit 
L 60971c(set 24 of 32),4 miss eviction 
L 609720(set 25 of 32),4 miss eviction 
L 609724(set 25 of 32),4 hit 
L 609728(set 25 of 32),4 hit 
L 60972c(set 25 of 32),4 hit 
L 609730(set 25 of 32),4 hit 
L 609734(set 25 of 32),4 hit 
L 609738(set 25 of 32),4 hit 
S 6488f4(set 7 of 32),4 hit 
S 6489e8(set 15 of 32),4 hit 
S 648adc(set 22 of 32),4 hit 
S 648bd0(set 30 of 32),4 hit 
S 648cc4(set 6 of 32),4 hit 
S 648db8(set 13 of 32),4 hit 
S 648eac(set 21 of 32),4 hit 
S 648fa0(set 29 of 32),4 miss eviction 
L 609828(set 1 of 32),4 miss eviction 
L 60982c(set 1 of 32),4 hit 
L 609830(set 1 of 32),4 hit 
L 609834(set 1 of 32),4 hit 
L 609838(set 1 of 32),4 hit 
L 60983c(set 1 of 32),4 hit 
L 609840(set 2 of 32),4 miss eviction 
L 609844(set 2 of 32),4 hit 
S 6488f8(set 7 of 32),4 hit 
S 6489ec(set 15 of 32),4 hit 
S 648ae0(set 23 of 32),4 miss eviction 
S 648bd4(set 30 of 32),4 hit 
S 648cc8(set 6 of 32),4 hit 
S 648dbc(set 13 of 32),4 hit 
S 648eb0(set 21 of 32),4 hit 
S 648fa4(set 29 of 32),4 hit 
L 609934(set 9 of 32),4 miss eviction 
L 609938(set 9 of 32),4 hit 
L 60993c(set 9 of 32),4 hit 
L 609940(set 10 of 32),4 miss eviction 
L 609944(set 10 of 32),4 hit 
L 609948(set 10 of 32),4 hit 
L 60994c(set 10 of 32),4 hit 
L 609950(set 10 of 32),4 hit 
S 6488fc(set 7 of 32),4 hit 
S 6489f0(set 15 of 32),4 hit 
S 648ae4(set 23 of 32),4 hit 
S 648bd8(set 30 of 32),4 hit 
S 648ccc(set 6 of 32),4 hit 
S 648dc0(set 14 of 32),4 miss eviction 
S 648eb4(set 21 of 32),4 hit 
S 648fa8(set 29 of 32),4 hit 
L 609200(set 16 of 32),4 miss eviction 
L 609204(set 16 of 32),4 hit 
L 609208(set 16 of 32),4 hit 
L 60920c(set 16 of 32),4 hit 
L 609210(set 16 of 32),4 hit 
L 609214(set 16 of 32),4 hit 
L 609218(set 16 of 32),4 hit 
L 60921c(set 16 of 32),4 hit 
S 649080(set 4 of 32),4 miss eviction 
S 649174(set 11 of 32),4 miss eviction 
S 649268(set 19 of 32),4 miss eviction 
S 64935c(set 26 of 32),4 miss eviction 
S 649450(set 2 of 32),4 miss eviction 
S 649544(set 10 of 32),4 miss eviction 
S 649638(set 17 of 32),4 miss eviction 
S 64972c(set 25 of 32),4 miss eviction 
L 60930c(set 24 of 32),4 miss eviction 
L 609310(set 24 of 32),4 hit 
L 609314(set 24 of 32),4 hit 
L 609318(set 24 of 32),4 hit 
L 60931c(set 24 of 32),4 hit 
L 609320(set 25 of 32),4 miss eviction 
L 609324(set 25 of 32),4 hit 
L 609328(set 25 of 32),4 hit 
S 649084(set 4 of 32),4 hit 
S 649178(set 11 of 32),4 hit 
S 64926c(set 19 of 32),4 hit 
S 649360(set 27 of 32),4 miss eviction 
S 649454(set 2 of 32),4 hit 
S 649548(set 10 of 32),4 hit 
S 64963c(set 17 of 32),4 hit 
S 649730(set 25 of 32),4 miss eviction 
L 609418(set 0 of 32),4 hit 
L 60941c(set 0 of 32),4 hit 
L 609420(set 1 of 32),4 miss eviction 
L 609424(set 1 of 32),4 hit 
L 609428(set 1 of 32),4 hit 
L 60942c(set 1 of 32),4 hit 
L 609430(set 1 of 32),4 hit 
L 609434(set 1 of 32),4 hit 
S 649088(set 4 of 32),4 hit 
S 64917c(set 11 of 32),4 hit 
S 649270(set 19 of 32),4 hit 
S 649364(set 27 of 32),4 hit 
S 649458(set 2 of 32),4 hit 
S 64954c(set 10 of 32),4 hit 
S 649640(set 18 of 32),4 miss eviction 
S 649734(set 25 of 32),4 hit 
L 609524(set 9 of 32),4 miss eviction 
L 609528(set 9 of 32),4 hit 
L 60952c(set 9 of 32),4 hit 
L 609530(set 9 of 32),4 hit 
L 609534(set 9 of 32),4 hit 
L 609538(set 9 of 32),4 hit 
L 60953c(set 9 of 32),4 hit 
L 609540(set 10 of 32),4 miss eviction 
S 64908c(set 4 of 32),4 hit 
S 649180(set 12 of 32),4 miss eviction 
S 649274(set 19 of 32),4 hit 
S 649368(set 27 of 32),4 hit 
S 64945c(set 2 of 32),4 hit 
S 649550(set 10 of 32),4 miss eviction 
S 649644(set 18 of 32),4 hit 
S 649738(set 25 of 32),4 hit 
L 609630(set 17 of 32),4 miss eviction 
L 609634(set 17 of 32),4 hit 
L 609638(set 17 of 32),4 hit 
L 60963c(set 17 of 32),4 hit 
L 609640(set 18 of 32),4 miss eviction 
L 609644(set 18 of 32),4 hit 
L 609648(set 18 of 32),4 hit 
L 60964c(set 18 of 32),4 hit 
S 649090(set 4 of 32),4 hit 
S 649184(set 12 of 32),4 hit 
S 649278(set 19 of 32),4 hit 
S 64936c(set 27 of 32),4 hit 
S 649460(set 3 of 32),4 miss eviction 
S 649554(set 10 of 32),4 hit 
S 649648(set 18 of 32),4 miss eviction 
S 64973c(set 25 of 32),4 hit 
L 60973c(set 25 of 32),4 miss eviction 
L 609740(set 26 of 32),4 miss eviction 
L 609744(set 26 of 32),4 hit 
L 609748(set 26 of 32),4 hit 
L 60974c(set 26 of 32),4 hit 
L 609750(set 26 of 32),4 hit 
L 609754(set 26 of 32),4 hit 
L 609758(set 26 of 32),4 hit 
S 649094(set 4 of 32),4 hit 
S 649188(set 12 of 32),4 hit 
S 64927c(set 19 of 32),4 hit 
S 649370(set 27 of 32),4 hit 
S 649464(set 3 of 32),4 hit 
S 649558(set 10 of 32),4 hit 
S 64964c(set 18 of 32),4 hit 
S 649740(set 26 of 32),4 miss eviction 
L 609848(set 2 of 32),4 miss eviction 
L 60984c(set 2 of 32),4 hit 
L 609850(set 2 of 32),4 hit 
L 609854(set 2 of 32),4 hit 
L 609858(set 2 of 32),4 hit 
L 60985c(set 2 of 32),4 hit 
L 609860(set 3 of 32),4 miss eviction 
L 609864(set 3 of 32),4 hit 
S 649098(set 4 of 32),4 hit 
S 64918c(set 12 of 32),4 hit 
S 649280(set 20 of 32),4 miss eviction 
S 649374(set 27 of 32),4 hit 
S 649468(set 3 of 32),4 miss eviction 
S 64955c(set 10 of 32),4 hit 
S 649650(set 18 of 32),4 hit 
S 649744(set 26 of 32),4 hit 
L 609954(set 10 of 32),4 miss eviction 
L 609958(set 10 of 32),4 hit 
L 60995c(set 10 of 32),4 hit 
L 609960(set 11 of 32),4 miss eviction 
L 609964(set 11 of 32),4 hit 
L 609968(set 11 of 32),4 hit 
L 60996c(set 11 of 32),4 hit 
L 609970(set 11 of 32),4 hit 
S 64909c(set 4 of 32),4 hit 
S 649190(set 12 of 32),4 hit 
S 649284(set 20 of 32),4 hit 
S 649378(set 27 of 32),4 hit 
S 64946c(set 3 of 32),4 hit 
S 649560(set 11 of 32),4 miss eviction 
S 649654(set 18 of 32),4 hit 
S 649748(set 26 of 32),4 hit 
L 609220(set 17 of 32),4 miss eviction 
L 609224(set 17 of 32),4 hit 
L 609228(set 17 of 32),4 hit 
L 60922c(set 17 of 32),4 hit 
L 609230(set 17 of 32),4 hit 
L 609234(set 17 of 32),4 hit 
L 609238(set 17 of 32),4 hit 
L 60923c(set 17 of 32),4 hit 
S 649820(set 1 of 32),4 miss eviction 
S 649914(set 8 of 32),4 miss eviction 
S 649a08(set 16 of 32),4 miss eviction 
S 649afc(set 23 of 32),4 miss eviction 
S 649bf0(set 31 of 32),4 miss eviction 
S 649ce4(set 7 of 32),4 miss eviction 
S 649dd8(set 14 of 32),4 miss eviction 
S 649ecc(set 22 of 32),4 miss eviction 
L 60932c(set 25 of 32),4 miss eviction 
L 609330(set 25 of 32),4 hit 
L 609334(set 25 of 32),4 hit 
L 609338(set 25 of 32),4 hit 
L 60933c(set 25 of 32),4 hit 
L 609340(set 26 of 32),4 miss eviction 
L 609344(set 26 of 32),4 hit 
L 609348(set 26 of 32),4 hit 
S 649824(set 1 of 32),4 hit 
S 649918(set 8 of 32),4 hit 
S 649a0c(set 16 of 32),4 hit 
S 649b00(set 24 of 32),4 miss eviction 
S 649bf4(set 31 of 32),4 hit 
S 649ce8(set 7 of 32),4 hit 
S 649ddc(set 14 of 32),4 hit 
S 649ed0(set 22 of 32),4 hit 
L 609438(set 1 of 32),4 miss eviction 
L 60943c(set 1 of 32),4 hit 
L 609440(set 2 of 32),4 miss eviction 
L 609444(set 2 of 32),4 hit 
L 609448(set 2 of 32),4 hit 
L 60944c(set 2 of 32),4 hit 
L 609450(set 2 of 32),4 hit 
L 609454(set 2 of 32),4 hit 
S 649828(set 1 of 32),4 miss eviction 
S 64991c(set 8 of 32),4 hit 
S 649a10(set 16 of 32),4 hit 
S 649b04(set 24 of 32),4 hit 
S 649bf8(set 31 of 32),4 hit 
S 649cec(set 7 of 32),4 hit 
S 649de0(set 15 of 32),4 miss eviction 
S 649ed4(set 22 of 32),4 hit 
L 609544(set 10 of 32),4 miss eviction 
L 609548(set 10 of 32),4 hit 
L 60954c(set 10 of 32),4 hit 
L 609550(set 10 of 32),4 hit 
L 609554(set 10 of 32),4 hit 
L 609558(set 10 of 32),4 hit 
L 60955c(set 10 of 32),4 hit 
L 609560(set 11 of 32),4 miss eviction 
S 64982c(set 1 of 32),4 hit 
S 649920(set 9 of 32),4 miss eviction 
S 649a14(set 16 of 32),4 hit 
S 649b08(set 24 of 32),4 hit 
S 649bfc(set 31 of 32),4 hit 
S 649cf0(set 7 of 32),4 hit 
S 649de4(set 15 of 32),4 hit 
S 649ed8(set 22 of 32),4 hit 
L 609650(set 18 of 32),4 miss eviction 
L 609654(set 18 of 32),4 hit 
L 609658(set 18 of 32),4 hit 
L 60965c(set 18 of 32),4 hit 
L 609660(set 19 of 32),4 miss eviction 
L 609664(set 19 of 32),4 hit 
L 609668(set 19 of 32),4 hit 
L 60966c(set 19 of 32),4 hit 
S 649830(set 1 of 32),4 hit 
S 649924(set 9 of 32),4 hit 
S 649a18(set 16 of 32),4 hit 
S 649b0c(set 24 of 32),4 hit 
S 649c00(set 0 of 32),4 miss eviction 
S 649cf4(set 7 of 32),4 hit 
S 649de8(set 15 of 32),4 hit 
S 649edc(set 22 of 32),4 hit 
L 60975c(set 26 of 32),4 miss eviction 
L 609760(set 27 of 32),4 miss eviction 
L 609764(set 27 of 32),4 hit 
L 609768(set 27 of 32),4 hit 
L 60976c(set 27 of 32),4 hit 
L 609770(set 27 of 32),4 hit 
L 609774(set 27 of 32),4 hit 
L 609778(set 27 of 32),4 hit 
S 649834(set 1 of 32),4 hit 
S 649928(set 9 of 32),4 hit 
S 649a1c(set 16 of 32),4 hit 
S 649b10(set 24 of 32),4 hit 
S 649c04(set 0 of 32),4 hit 
S 649cf8(set 7 of 32),4 hit 
S 649dec(set 15 of 32),4 hit 
S 649ee0(set 23 of 32),4 miss eviction 
L 609868(set 3 of 32),4 miss eviction 
L 60986c(set 3 of 32),4 hit 
L 609870(set 3 of 32),4 hit 
L 609874(set 3 of 32),4 hit 
L 609878(set 3 of 32),4 hit 
L 60987c(set 3 of 32),4 hit 
L 609880(set 4 of 32),4 miss eviction 
L 609884(set 4 of 32),4 hit 
S 649838(set 1 of 32),4 hit 
S 64992c(set 9 of 32),4 hit 
S 649a20(set 17 of 32),4 miss eviction 
S 649b14(set 24 of 32),4 hit 
S 649c08(set 0 of 32),4 hit 
S 649cfc(set 7 of 32),4 hit 
S 649df0(set 15 of 32),4 hit 
S 649ee4(set 23 of 32),4 hit 
L 609974(set 11 of 32),4 miss eviction 
L 609978(set 11 of 32),4 hit 
L 60997c(set 11 of 32),4 hit 
L 609980(set 12 of 32),4 miss eviction 
L 609984(set 12 of 32),4 hit 
L 609988(set 12 of 32),4 hit 
L 60998c(set 12 of 32),4 hit 
L 609990(set 12 of 32),4 hit 
S 64983c(set 1 of 32),4 hit 
S 649930(set 9 of 32),4 hit 
S 649a24(set 17 of 32),4 hit 
S 649b18(set 24 of 32),4 hit 
S 649c0c(set 0 of 32),4 hit 
S 649d00(set 8 of 32),4 miss eviction 
S 649df4(set 15 of 32),4 hit 
S 649ee8(set 23 of 32),4 hit 
L 609240(set 18 of 32),4 miss eviction 
L 609244(set 18 of 32),4 hit 
L 609248(set 18 of 32),4 hit 
L 60924c(set 18 of 32),4 hit 
L 609250(set 18 of 32),4 hit 
